source,target,co_usage_percent,source_usage_percent,target_usage_percent
Solgaleo,Regieleki,19.283,4.0,29.0
Hatterene,Indeedee Female,19.27,0.0,18.0
Ribombee,Crustle,19.266,,
Whimsicott,Thundurus Incarnate Forme,19.241,17.0,21.0
Cofagrigus,Torkoal,19.23,,3.0
Metagross,Venusaur,19.213,1.0,7.0
Kingler,Mewtwo,19.184,0.0,0.0
Zygarde Complete Forme,Zacian Crowned Sword,19.164,1.0,65.0
Celesteela,Umbreon,19.157,1.0,1.0
Hitmonlee,Arcanine,19.139,,0.0
Reuniclus,Ferrothorn,19.135,,5.0
Dusk Mane Necrozma,Thundurus Incarnate Forme,19.106,0.0,21.0
Charizard,Regieleki,19.102,19.0,29.0
Claydol,Bisharp,19.093,,0.0
Togetic,Arcanine,19.088,,0.0
Claydol,Togekiss,19.078,,1.0
Rillaboom,Regieleki,19.062,27.0,29.0
Gengar,Hitmontop,19.06,0.0,0.0
Spectrier,Tornadus Incarnate Forme,19.043,1.0,8.0
Alakazam,Incineroar,19.043,,59.0
Dusclops,Kyogre,19.04,4.0,35.0
Dedenne,Dragapult,19.037,,1.0
Perrserker,Togekiss,19.018,,1.0
Rillaboom,Blastoise,18.947,27.0,7.0
Tangela,Gyarados,18.928,,0.0
Tyranitar,Excadrill,18.903,0.0,0.0
Groudon,Thundurus Incarnate Forme,18.902,23.0,21.0
Umbreon,Kyogre,18.886,1.0,35.0
Urshifu Single Strike Style,Dialga,18.879,4.0,4.0
Sharpedo,Excadrill,18.875,,0.0
Gourgeist Super Size,Dragapult,18.86,,1.0
Orbeetle,Indeedee Female,18.839,,18.0
Hydreigon,Groudon,18.833,0.0,23.0
Metagross,Kyogre,18.816,1.0,35.0
Regieleki,Yveltal,18.809,29.0,11.0
Accelgor,Urshifu Single Strike Style,18.8,0.0,4.0
Perrserker,Amoonguss,18.788,,18.0
Entei,Rillaboom,18.777,2.0,27.0
Terrakion,Incineroar,18.775,0.0,59.0
Meowstic Male,Regieleki,18.773,0.0,29.0
Gengar,Dragonite,18.759,0.0,0.0
Lilligant,Ninetales,18.744,,
Gengar,Dracovish,18.742,0.0,0.0
Kartana,Landorus Therian Forme,18.727,7.0,20.0
Talonflame,Dialga,18.724,0.0,4.0
Bisharp,Incineroar,18.721,0.0,59.0
Ninetales,Urshifu Single Strike Style,18.718,,4.0
Nihilego,Calyrex Ice Rider,18.714,0.0,11.0
Reuniclus,Terrakion,18.706,,0.0
Gyarados,Whimsicott,18.698,0.0,17.0
Dusk Mane Necrozma,Mimikyu,18.695,0.0,2.0
Lilligant,Comfey,18.685,,1.0
Togetic,Golurk,18.669,,
Dusclops,Indeedee Female,18.666,4.0,18.0
Gengar,Pikachu,18.657,0.0,0.0
Oranguru,Incineroar,18.648,0.0,59.0
Comfey,Zygarde Complete Forme,18.64,1.0,1.0
Nihilego,Thundurus Incarnate Forme,18.633,0.0,21.0
Terrakion,Indeedee Male,18.621,0.0,1.0
Heatran,Zapdos,18.606,0.0,8.0
Thundurus Incarnate Forme,Grimmsnarl,18.584,21.0,30.0
Talonflame,Regieleki,18.575,0.0,29.0
Hippowdon,Excadrill,18.568,,0.0
Golurk,Incineroar,18.55,,59.0
Togetic,Galarian Slowbro,18.53,,
Claydol,Lapras,18.502,,1.0
Ho-oh,Venusaur,18.476,1.0,7.0
Sceptile,Kyogre,18.445,0.0,35.0
Cradily,Palkia,18.415,0.0,9.0
Aegislash Shield Forme,Xerneas,18.389,0.0,4.0
Giratina Altered Forme,Zapdos,18.381,0.0,8.0
Xerneas,Indeedee Female,18.368,4.0,18.0
Alolan Ninetales,Suicune,18.365,0.0,0.0
Zekrom,Calyrex Ice Rider,18.329,0.0,11.0
Tapu Lele,Regieleki,18.316,2.0,29.0
Gyarados,Calyrex Shadow Rider,18.299,0.0,22.0
Blacephalon,Tornadus Incarnate Forme,18.262,0.0,8.0
Galarian Corsola,Talonflame,18.228,,0.0
Heracross,Slowbro,18.215,,0.0
Blaziken,Corviknight,18.204,0.0,0.0
Alolan Raichu,Togekiss,18.197,,1.0
Alolan Ninetales,Venusaur,18.185,0.0,7.0
Dragalge,Porygon2,18.138,,9.0
Dhelmise,Hatterene,18.134,,0.0
Morpeko Full Belly Mode,Tyranitar,18.125,,0.0
Cofagrigus,Amoonguss,18.081,,18.0
Groudon,Regieleki,18.069,23.0,29.0
Virizion,Blastoise,18.065,,7.0
Sirfetch'd,Turtonator,18.055,,
Alakazam,Cinderace,18.028,,1.0
Excadrill,Gastrodon,17.988,0.0,20.0
Alcremie,Palkia,17.975,0.0,9.0
Xurkitree,Rayquaza,17.95,0.0,1.0
Xurkitree,Blastoise,17.95,0.0,7.0
Virizion,Hatterene,17.936,,0.0
Blaziken,Zekrom,17.931,0.0,0.0
Metagross,Amoonguss,17.874,1.0,18.0
Runerigus,Dusclops,17.873,,4.0
Snorlax,Regieleki,17.863,0.0,29.0
Sirfetch'd,Excadrill,17.855,,0.0
Lopunny,Azumarill,17.841,,0.0
Stoutland,Primarina,17.822,,0.0
Kangaskhan,Zacian Crowned Sword,17.774,0.0,65.0
Flygon,Indeedee Female,17.766,,18.0
Cobalion,Rillaboom,17.762,0.0,27.0
Tapu Fini,Dawn Wings Necrozma,17.74,2.0,1.0
Lapras,Rillaboom,17.739,1.0,27.0
Pelipper,Whimsicott,17.728,0.0,17.0
Stoutland,Dusclops,17.712,,4.0
Heatran,Landorus Therian Forme,17.706,0.0,20.0
Wigglytuff,Torkoal,17.705,,3.0
Glastrier,Venusaur,17.703,0.0,7.0
Glastrier,Calyrex Shadow Rider,17.695,0.0,22.0
Lopunny,Diggersby,17.643,,0.0
Frost Rotom,Vanilluxe,17.643,,
Shiftry,Groudon,17.637,0.0,23.0
Mienshao,Regieleki,17.635,0.0,29.0
Cursola,Gothitelle,17.598,,2.0
Solgaleo,Thundurus Incarnate Forme,17.588,4.0,21.0
Oranguru,Palkia,17.587,0.0,9.0
Togetic,Togekiss,17.564,,1.0
Zamazenta Crowned Shield,Metagross,17.559,0.0,1.0
Galarian Corsola,Darmanitan Galarian Standard Mode,17.545,,0.0
Aromatisse,Whimsicott,17.538,,17.0
Calyrex Ice Rider,Kyogre,17.536,11.0,35.0
Shiftry,Regieleki,17.515,0.0,29.0
Bouffalant,Durant,17.475,,0.0
Shiftry,Calyrex Ice Rider,17.469,0.0,11.0
Cursola,Lapras,17.46,,1.0
Venusaur,Kyogre,17.458,7.0,35.0
Giratina Altered Forme,Mienshao,17.445,0.0,0.0
Gourgeist Super Size,Whimsicott,17.421,,17.0
Cofagrigus,Chansey,17.417,,0.0
Aromatisse,Snorlax,17.405,,0.0
Malamar,Cinderace,17.394,,1.0
Glastrier,Palkia,17.383,0.0,9.0
Cinderace,Rillaboom,17.365,1.0,27.0
Amoonguss,Tornadus Incarnate Forme,17.343,18.0,8.0
Nihilego,Gastrodon,17.332,0.0,20.0
Mimikyu,Palkia,17.314,2.0,9.0
Alolan Sandslash,Inteleon,17.281,,0.0
Toxtricity Low Key Form,Dragapult,17.269,,1.0
Giratina Altered Forme,Zacian Crowned Sword,17.204,0.0,65.0
Tyranitar,Xerneas,17.198,0.0,4.0
Golurk,Hatterene,17.196,,0.0
Gallade,Indeedee Female,17.175,,18.0
Inteleon,Tornadus Incarnate Forme,17.129,0.0,8.0
Tangela,Alolan Marowak,17.12,,0.0
Rayquaza,Regieleki,17.116,1.0,29.0
Dunsparce,Indeedee Male,17.11,,1.0
Ho-oh,Regieleki,17.11,1.0,29.0
Alolan Marowak,Landorus Therian Forme,17.109,0.0,20.0
Zamazenta Crowned Shield,Galarian Zapdos,17.103,0.0,0.0
Groudon,Venusaur,17.099,23.0,7.0
Grimmsnarl,Regieleki,17.088,30.0,29.0
Falinks,Dracovish,17.074,,0.0
Cresselia,Kyogre,17.06,0.0,35.0
Mewtwo,Wash Rotom,17.054,0.0,0.0
Tyranitar,Dracovish,17.046,0.0,0.0
Ribombee,Hitmontop,17.04,,0.0
Falinks,Lapras,17.018,,1.0
Alolan Sandslash,Indeedee Male,16.963,,1.0
Lopunny,Maractus,16.953,,
Crustle,Toxapex,16.949,,0.0
Crustle,Hydreigon,16.949,,0.0
Tapu Koko,Palkia,16.942,0.0,9.0
Tyranitar,Landorus Therian Forme,16.911,0.0,20.0
Crustle,Cinderace,16.909,,1.0
Clawitzer,Coalossal,16.881,,1.0
Noivern,Rillaboom,16.867,,27.0
Mewtwo,Groudon,16.854,0.0,23.0
Cofagrigus,Sirfetch'd,16.83,,
Lickilicky,Slowking,16.829,,0.0
Thundurus Incarnate Forme,Kyogre,16.827,21.0,35.0
Cobalion,Dragapult,16.82,0.0,1.0
Cofagrigus,Indeedee Female,16.801,,18.0
Virizion,Porygon-Z,16.794,,0.0
Rhyperior,Zapdos,16.764,0.0,8.0
Falinks,Gyarados,16.744,,0.0
Ho-oh,Landorus Therian Forme,16.728,1.0,20.0
Sharpedo,Venusaur,16.722,,7.0
Orbeetle,Amoonguss,16.716,,18.0
Chandelure,Regieleki,16.706,0.0,29.0
Gardevoir,Cinderace,16.675,,1.0
Roserade,Cinderace,16.672,,1.0
Reuniclus,Rillaboom,16.652,,27.0
Tsareena,Solgaleo,16.63,0.0,4.0
Bronzong,Landorus Therian Forme,16.623,1.0,20.0
Dracovish,Rillaboom,16.614,0.0,27.0
Ninetales,Togekiss,16.611,,1.0
Cradily,Goodra,16.605,0.0,0.0
Zekrom,Bronzong,16.604,0.0,1.0
Pelipper,Thundurus Incarnate Forme,16.588,0.0,21.0
Falinks,Alakazam,16.566,,
Rayquaza,Amoonguss,16.543,1.0,18.0
Sylveon,Indeedee Male,16.533,,1.0
Alakazam,Rillaboom,16.525,,27.0
Riolu,Solgaleo,16.521,0.0,4.0
Inteleon,Calyrex Shadow Rider,16.512,0.0,22.0
Corviknight,Zacian Crowned Sword,16.51,0.0,65.0
Dragalge,Cinderace,16.509,,1.0
Gastrodon,Landorus Therian Forme,16.505,20.0,20.0
Seismitoad,Rillaboom,16.504,1.0,27.0
Galarian Moltres,Calyrex Shadow Rider,16.494,0.0,22.0
Pelipper,Metagross,16.468,0.0,1.0
Blacephalon,Calyrex Ice Rider,16.45,0.0,11.0
Orbeetle,Kingdra,16.415,,3.0
Snorlax,Thundurus Incarnate Forme,16.412,0.0,21.0
Alolan Marowak,Snorlax,16.387,0.0,0.0
Suicune,Rillaboom,16.347,0.0,27.0
Suicune,Calyrex Shadow Rider,16.267,0.0,22.0
Whimsicott,Landorus Therian Forme,16.249,17.0,20.0
Alakazam,Torkoal,16.243,,3.0
White Kyurem,Thundurus Incarnate Forme,16.239,2.0,21.0
Cresselia,Yveltal,16.236,0.0,11.0
Virizion,Starmie,16.208,,
Conkeldurr,Incineroar,16.101,0.0,59.0
Weezing,Incineroar,16.087,2.0,59.0
Ninetales,Braviary,16.071,,
Tornadus Incarnate Forme,Rillaboom,16.066,8.0,27.0
Conkeldurr,Dragapult,16.057,0.0,1.0
Obstagoon,Lunala,16.046,0.0,2.0
Ninetales,Magnezone,16.025,,
Solgaleo,Zapdos,15.985,4.0,8.0
Ludicolo,Landorus Therian Forme,15.984,0.0,20.0
Xerneas,Regieleki,15.972,4.0,29.0
Runerigus,Torkoal,15.959,,3.0
Alolan Raichu,Incineroar,15.943,,59.0
Orbeetle,Scizor,15.814,,0.0
Zoroark,Porygon2,15.806,,9.0
Galarian Slowbro,Togekiss,15.755,,1.0
Perrserker,Rillaboom,15.722,,27.0
Dragapult,Gastrodon,15.713,1.0,20.0
Heat Rotom,Amoonguss,15.683,1.0,18.0
Alakazam,Porygon2,15.649,,9.0
Heatran,Lapras,15.648,0.0,1.0
Wigglytuff,Indeedee Male,15.634,,1.0
Raichu,Rillaboom,15.573,3.0,27.0
Corviknight,Incineroar,15.545,0.0,59.0
Cinderace,Calyrex Ice Rider,15.534,1.0,11.0
Galarian Moltres,Palkia,15.53,0.0,9.0
Heat Rotom,Kyogre,15.477,1.0,35.0
Stoutland,Gengar,15.468,,0.0
Charizard,Thundurus Incarnate Forme,15.43,19.0,21.0
Milotic,Landorus Therian Forme,15.422,0.0,20.0
Golisopod,Cinderace,15.403,,1.0
Clawitzer,Togekiss,15.403,,1.0
Manectric,Whimsicott,15.347,0.0,17.0
Rayquaza,Grimmsnarl,15.346,1.0,30.0
Dhelmise,Volcarona,15.343,,0.0
Noivern,Milotic,15.337,,0.0
Flapple,Rillaboom,15.322,,27.0
Zekrom,Torkoal,15.311,0.0,3.0
Lucario,Whimsicott,15.283,0.0,17.0
Wigglytuff,Togekiss,15.271,,1.0
Sceptile,Landorus Therian Forme,15.262,0.0,20.0
Dawn Wings Necrozma,Ferrothorn,15.219,1.0,5.0
Hatterene,Kyogre,15.218,0.0,35.0
Galarian Zapdos,Kyogre,15.205,0.0,35.0
Orbeetle,Cinderace,15.189,,1.0
Stonjourner,Regieleki,15.179,0.0,29.0
Dracovish,Landorus Therian Forme,15.176,0.0,20.0
Slowking,Moltres,15.1,0.0,0.0
Klefki,Kyogre,15.063,0.0,35.0
Golisopod,Goodra,15.051,,0.0
Galarian Zapdos,Regieleki,15.049,0.0,29.0
Zapdos,Whimsicott,15.045,8.0,17.0
Rhyperior,Rillaboom,14.984,0.0,27.0
Runerigus,Incineroar,14.974,,59.0
Golisopod,Rillaboom,14.935,,27.0
Galarian Moltres,Whimsicott,14.923,0.0,17.0
Cobalion,Indeedee Female,14.873,0.0,18.0
Stonjourner,Whimsicott,14.87,0.0,17.0
Alolan Sandslash,Cinderace,14.823,,1.0
Regidrago,Incineroar,14.823,0.0,59.0
Thievul,Togekiss,14.819,,1.0
Dracozolt,Gigalith,14.812,0.0,0.0
Morpeko Full Belly Mode,Duraludon,14.812,,0.0
Clawitzer,Urshifu Single Strike Style,14.794,,4.0
Scizor,Dragapult,14.744,0.0,1.0
Stakataka,Kyogre,14.742,0.0,35.0
Dunsparce,Porygon2,14.737,,9.0
Scolipede,Rillaboom,14.708,,27.0
Alolan Sandslash,Primarina,14.672,,0.0
Alolan Raichu,Volcarona,14.662,,0.0
Togetic,Conkeldurr,14.656,,0.0
Sandslash,Rillaboom,14.652,,27.0
Ninetales,Urshifu Rapid Strike Style,14.638,,2.0
Dragapult,Charizard,14.637,1.0,19.0
Tangrowth,Lickilicky,14.607,,
Chandelure,Xerneas,14.573,0.0,4.0
Chandelure,Dracozolt,14.519,0.0,0.0
Stakataka,Torkoal,14.514,0.0,3.0
Bouffalant,Magnezone,14.513,,
Regidrago,Weezing,14.483,0.0,2.0
Sandslash,Togekiss,14.466,,1.0
Dunsparce,Pikachu,14.46,,0.0
Duraludon,Grimmsnarl,14.428,0.0,30.0
Cinccino,Regieleki,14.414,0.0,29.0
Rhyperior,Lapras,14.374,0.0,1.0
Duraludon,Rillaboom,14.335,0.0,27.0
Vanilluxe,Clefairy,14.335,,0.0
Rhyperior,Heatran,14.31,0.0,0.0
Kingdra,Incineroar,14.269,3.0,59.0
Kingdra,Thundurus Incarnate Forme,14.258,3.0,21.0
Galarian Moltres,Yveltal,14.222,0.0,11.0
Tangrowth,Rhyperior,14.178,,0.0
Regidrago,Barraskewda,14.15,0.0,1.0
Hitmontop,Tapu Lele,14.137,0.0,2.0
Hitmontop,Zacian Crowned Sword,14.11,0.0,65.0
Dracozolt,Pheromosa,14.106,0.0,1.0
Togetic,Drapion,14.085,,
Malamar,Hatterene,14.082,,0.0
Eiscue Ice Face,Alolan Ninetales,14.046,,0.0
Klefki,Yveltal,13.998,0.0,11.0
Zamazenta Crowned Shield,Rillaboom,13.961,0.0,27.0
Klinklang,Dracozolt,13.898,0.0,0.0
Ninetales,Torkoal,13.894,,3.0
Cloyster,Incineroar,13.893,0.0,59.0
Mimikyu,Indeedee Female,13.866,2.0,18.0
Primarina,Regieleki,13.86,0.0,29.0
Zapdos,Ferrothorn,13.824,8.0,5.0
Scolipede,Urshifu Rapid Strike Style,13.795,,2.0
Scolipede,Milotic,13.778,,0.0
Hatterene,Calyrex Shadow Rider,13.759,0.0,22.0
Barraskewda,Amoonguss,13.756,1.0,18.0
Scyther,Togekiss,13.75,,1.0
Sceptile,Zacian Crowned Sword,13.692,0.0,65.0
Shedinja,Incineroar,13.633,4.0,59.0
Obstagoon,Calyrex Shadow Rider,13.608,0.0,22.0
Vaporeon,Weavile,13.536,,0.0
Wash Rotom,Rillaboom,13.529,0.0,27.0
Indeedee Female,Calyrex Ice Rider,13.515,18.0,11.0
Corviknight,Kyogre,13.503,0.0,35.0
Galvantula,Cinderace,13.472,,1.0
Bronzong,Yveltal,13.438,1.0,11.0
Lycanroc Midnight Form,Talonflame,13.384,,0.0
Blastoise,Yveltal,13.186,7.0,11.0
Turtonator,Indeedee Female,13.133,,18.0
Vaporeon,Dragapult,13.098,,1.0
Salamence,Solgaleo,13.056,0.0,4.0
Obstagoon,Landorus Therian Forme,12.969,0.0,20.0
Heliolisk,Groudon,12.958,0.0,23.0
Lycanroc Midnight Form,Amoonguss,12.947,,18.0
Rhyperior,Kyogre,12.887,0.0,35.0
Lucario,Dracovish,12.78,0.0,0.0
Seismitoad,Calyrex Ice Rider,12.778,1.0,11.0
Manectric,Galarian Zapdos,12.706,0.0,0.0
Thievul,Cobalion,12.679,,0.0
Giratina Origin Forme,Incineroar,12.595,0.0,59.0
Coalossal,Calyrex Shadow Rider,12.458,1.0,22.0
Landorus Incarnate Forme,Kyogre,12.448,0.0,35.0
Sneasel,Incineroar,12.412,0.0,59.0
Seismitoad,Mimikyu,12.383,1.0,2.0
Sandslash,Indeedee Female,12.345,,18.0
Flygon,Sylveon,12.258,,
Garchomp,Calyrex Shadow Rider,12.205,0.0,22.0
Dragonite,Rillaboom,12.2,0.0,27.0
Gallade,Hatterene,12.126,,0.0
Cloyster,Grimmsnarl,12.116,0.0,30.0
Heliolisk,Gastrodon,12.102,0.0,20.0
Landorus Incarnate Forme,Amoonguss,12.048,0.0,18.0
Thundurus Therian Forme,Grimmsnarl,12.046,0.0,30.0
Galarian Slowbro,Rillaboom,12.019,,27.0
Bronzong,Regieleki,12.016,1.0,29.0
Scyther,Indeedee Female,11.978,,18.0
Coalossal,Thundurus Incarnate Forme,11.86,1.0,21.0
Toxapex,Incineroar,11.843,0.0,59.0
Tapu Bulu,Tornadus Incarnate Forme,11.811,0.0,8.0
Scyther,Amoonguss,11.81,,18.0
Tyrantrum,Zacian Crowned Sword,11.656,0.0,65.0
Registeel,Seismitoad,11.642,0.0,1.0
Scizor,Kyogre,11.578,0.0,35.0
Weavile,Regieleki,11.545,0.0,29.0
Thundurus Therian Forme,Tornadus Incarnate Forme,11.514,0.0,8.0
Toxapex,Yveltal,11.438,0.0,11.0
Toxapex,Lapras,11.387,0.0,1.0
Zapdos,Amoonguss,11.35,8.0,18.0
Lurantis,Indeedee Female,11.337,0.0,18.0
Tyrantrum,Ferrothorn,11.327,0.0,5.0
Cloyster,Whimsicott,11.297,0.0,17.0
Tyrantrum,Ditto,11.294,0.0,5.0
Flygon,Torkoal,11.26,,3.0
Greedent,Dusclops,11.23,0.0,4.0
Greedent,Calyrex Ice Rider,11.187,0.0,11.0
Greedent,Regieleki,11.096,0.0,29.0
Registeel,Regieleki,11.063,0.0,29.0
Weavile,Reshiram,11.024,0.0,1.0
Dusclops,Yveltal,10.944,4.0,11.0
Hitmontop,Zamazenta Crowned Shield,10.893,0.0,0.0
Primarina,Kyogre,10.77,0.0,35.0
Regigigas,Kyogre,10.733,1.0,35.0
Lycanroc Midnight Form,Meowstic Male,10.645,,0.0
Charizard,Rillaboom,10.515,19.0,27.0
Barraskewda,Rillaboom,10.406,1.0,27.0
Kabutops,Regieleki,10.368,0.0,29.0
Turtonator,Indeedee Male,10.34,,1.0
Kangaskhan,Dusclops,10.264,0.0,4.0
Mantine,Landorus Therian Forme,10.186,0.0,20.0
Flapple,Pelipper,10.082,,0.0
