pokemon,category,name,usage_percent
Wigglytuff,ability,Competitive,98.753
Wigglytuff,ability,Frisk,0.916
Wigglytuff,item,Lum Berry,42.303
Wigglytuff,item,Life Orb,23.098
Wigglytuff,item,Assault Vest,11.425
Wigglytuff,move,Dazzling Gleam,97.582
Wigglytuff,move,Protect,64.885
Wigglytuff,move,Hyper Voice,60.13
Wigglytuff,move,Flamethrower,58.7
Wishiwashi Solo Form,ability,Schooling,100.0
Wishiwashi Solo Form,item,Life Orb,93.09
Wishiwashi Solo Form,item,Other,3.965
Wishiwashi Solo Form,item,White Herb,2.945
Wishiwashi Solo Form,move,Protect,93.21
Wishiwashi Solo Form,move,Ice Beam,93.187
Wishiwashi Solo Form,move,Hydro Pump,93.18
Wishiwashi Solo Form,move,Helping Hand,93.038
Xerneas,ability,Fairy Aura,100.0
Xerneas,item,Power Herb,99.807
Xerneas,item,Other,0.193
Xerneas,move,Geomancy,99.83
Xerneas,move,Protect,98.794
Xerneas,move,Dazzling Gleam,88.556
Xerneas,move,Moonblast,86.398
Xurkitree,ability,Beast Boost,100.0
Xurkitree,item,Assault Vest,48.927
Xurkitree,item,Magnet,21.417
Xurkitree,item,Air Balloon,18.4
Xurkitree,move,Dazzling Gleam,72.009
Xurkitree,move,Thunderbolt,50.41
Xurkitree,move,Energy Ball,49.345
Xurkitree,move,Protect,40.282
Yveltal,ability,Dark Aura,100.0
Yveltal,item,Life Orb,49.056
Yveltal,item,Assault Vest,39.906
Yveltal,item,Other,4.612
Yveltal,move,Oblivion Wing,94.879
Yveltal,move,Foul Play,60.609
Yveltal,move,Dark Pulse,55.426
Yveltal,move,Protect,51.466
Zacian Crowned Sword,ability,Intrepid Sword,100.0
Zacian Crowned Sword,item,Rusted Sword,100.0
Zacian Crowned Sword,move,Behemoth Blade,99.996
Zacian Crowned Sword,move,Protect,98.672
Zacian Crowned Sword,move,Sacred Sword,84.154
Zacian Crowned Sword,move,Play Rough,64.487
Zamazenta Crowned Shield,ability,Dauntless Shield,100.0
Zamazenta Crowned Shield,item,Rusted Shield,100.0
Zamazenta Crowned Shield,move,Behemoth Bash,99.973
Zamazenta Crowned Shield,move,Coaching,76.272
Zamazenta Crowned Shield,move,Snarl,62.251
Zamazenta Crowned Shield,move,Wide Guard,52.704
Zapdos,ability,Static,93.843
Zapdos,ability,Pressure,6.157
Zapdos,item,Life Orb,68.894
Zapdos,item,Safety Goggles,19.278
Zapdos,item,Utility Umbrella,4.511
Zapdos,move,Hurricane,96.628
Zapdos,move,Heat Wave,73.258
Zapdos,move,Thunderbolt,69.658
Zapdos,move,Protect,50.897
Zekrom,ability,Teravolt,100.0
Zekrom,item,Weakness Policy,73.595
Zekrom,item,Life Orb,9.7
Zekrom,item,Assault Vest,4.806
Zekrom,move,Protect,89.105
Zekrom,move,Earth Power,64.629
Zekrom,move,Draco Meteor,64.434
Zekrom,move,Rising Voltage,59.461
Zoroark,ability,Illusion,100.0
Zoroark,item,Focus Sash,58.529
Zoroark,item,Life Orb,9.622
Zoroark,item,Choice Scarf,9.235
Zoroark,move,Snarl,55.109
Zoroark,move,Dark Pulse,48.631
Zoroark,move,Protect,47.421
Zoroark,move,Copycat,33.488
Zygarde Complete Forme,ability,Power Construct,98.383
Zygarde Complete Forme,ability,Aura Break,1.617
Zygarde Complete Forme,item,Leftovers,47.338
Zygarde Complete Forme,item,Weakness Policy,27.115
Zygarde Complete Forme,item,Misty Seed,18.909
Zygarde Complete Forme,move,Thousand Arrows,98.354
Zygarde Complete Forme,move,Coil,95.64
Zygarde Complete Forme,move,Protect,92.208
Zygarde Complete Forme,move,Substitute,41.087
