ID,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank,image_url,missing_base_stats,offensive_score,defensive_score,speed_tier,is_single_type,is_legendary,is_mythical,has_usage_data,is_permitted_vgc2022,stat_specialization,normalized_name
76,Alolan Golem,Golem,Alolan,7,Common,Rock,Electric,495.0,80.0,120.0,130.0,55.0,65.0,45.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/golem-alolan.png,False,120.0,275.0,slow,False,False,False,False,False,57.0,alolan golem
77,Ponyta,Ponyta,,1,Common,Fire,,410.0,50.0,85.0,55.0,65.0,65.0,90.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png,False,85.0,170.0,fast,True,False,False,False,True,26.0,ponyta
77,Galarian Ponyta,Ponyta,Galarian,8,Common,Psychic,,410.0,50.0,85.0,55.0,65.0,65.0,90.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png,False,85.0,170.0,fast,True,False,False,False,True,26.0,galarian ponyta
78,Rapidash,Rapidash,,1,Common,Fire,,500.0,65.0,100.0,70.0,80.0,80.0,105.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png,False,100.0,215.0,fast,True,False,False,False,True,26.0,rapidash
78,Galarian Rapidash,Rapidash,Galarian,8,Common,Psychic,Fairy,500.0,65.0,100.0,70.0,80.0,80.0,105.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash-galarian.png,False,100.0,215.0,fast,False,False,False,False,True,26.0,galarian rapidash
79,Galarian Slowpoke,Slowpoke,Galarian,8,Common,Psychic,,315.0,90.0,65.0,65.0,40.0,40.0,15.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke-galarian.png,False,65.0,195.0,slow,True,False,False,False,True,45.0,galarian slowpoke
79,Slowpoke,Slowpoke,,1,Common,Water,Psychic,315.0,90.0,65.0,65.0,40.0,40.0,15.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png,False,65.0,195.0,slow,False,False,False,False,False,45.0,slowpoke
80,Mega Slowbro,Slowbro,Mega,6,Common,Water,Psychic,590.0,95.0,75.0,180.0,130.0,80.0,30.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png,False,130.0,355.0,slow,False,False,False,False,False,98.0,mega slowbro
80,Galarian Slowbro,Slowbro,Galarian,8,Common,Poison,Psychic,490.0,95.0,100.0,95.0,100.0,70.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-galarian.png,False,100.0,260.0,slow,False,False,False,False,True,27.5,galarian slowbro
80,Slowbro,Slowbro,,1,Common,Water,Psychic,490.0,95.0,75.0,110.0,100.0,80.0,30.0,,4,0,122,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png,False,100.0,285.0,slow,False,False,False,True,False,34.0,slowbro
81,Magnemite,Magnemite,,1,Common,Electric,Steel,325.0,25.0,35.0,70.0,95.0,55.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png,False,95.0,150.0,slow,False,False,False,False,True,49.0,magnemite
82,Magneton,Magneton,,1,Common,Electric,Steel,465.0,50.0,60.0,95.0,120.0,70.0,70.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png,False,120.0,215.0,mid,False,False,False,False,True,51.0,magneton
83,Farfetch'd,Farfetch'd,,1,Common,Normal,Flying,377.0,52.0,90.0,55.0,58.0,62.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png,False,90.0,169.0,mid,False,False,False,False,True,32.6,farfetchd
83,Galarian Farfetch'd,Farfetch'd,Galarian,8,Common,Fighting,,377.0,52.0,95.0,55.0,58.0,62.0,55.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,False,95.0,169.0,mid,True,False,False,False,False,38.6,galarian farfetchd
84,Doduo,Doduo,,1,Common,Normal,Flying,310.0,35.0,85.0,45.0,35.0,35.0,75.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png,False,85.0,115.0,mid,False,False,False,False,False,40.0,doduo
85,Dodrio,Dodrio,,1,Common,Normal,Flying,470.0,60.0,110.0,70.0,60.0,60.0,110.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png,False,110.0,190.0,fast,False,False,False,False,False,47.5,dodrio
86,Seel,Seel,,1,Common,Water,,325.0,65.0,45.0,55.0,45.0,70.0,45.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,False,45.0,190.0,slow,True,False,False,False,False,19.0,seel
87,Dewgong,Dewgong,,1,Common,Water,Ice,475.0,90.0,70.0,80.0,70.0,95.0,70.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png,False,70.0,265.0,mid,False,False,False,False,False,19.0,dewgong
88,Grimer,Grimer,,1,Common,Poison,,325.0,80.0,80.0,50.0,40.0,50.0,25.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,False,80.0,180.0,slow,True,False,False,False,False,38.75,grimer
88,Alolan Grimer,Grimer,Alolan,7,Common,Poison,Dark,325.0,80.0,80.0,50.0,40.0,50.0,25.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png,False,80.0,180.0,slow,False,False,False,False,False,38.75,alolan grimer
89,Alolan Muk,Muk,Alolan,7,Common,Poison,Dark,500.0,105.0,105.0,75.0,65.0,100.0,50.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png,False,105.0,280.0,mid,False,False,False,False,False,32.5,alolan muk
89,Muk,Muk,,1,Common,Poison,,500.0,105.0,105.0,75.0,65.0,100.0,50.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,False,105.0,280.0,mid,True,False,False,False,False,32.5,muk
90,Shellder,Shellder,,1,Common,Water,,305.0,30.0,65.0,100.0,45.0,25.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,False,65.0,155.0,slow,True,False,False,False,True,59.0,shellder
91,Cloyster,Cloyster,,1,Common,Water,Ice,525.0,50.0,95.0,180.0,85.0,45.0,70.0,Permitted,2,0,224,https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png,False,95.0,275.0,mid,False,False,False,True,True,111.0,cloyster
92,Gastly,Gastly,,1,Common,Ghost,Poison,310.0,30.0,35.0,30.0,100.0,35.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png,False,100.0,95.0,mid,False,False,False,False,True,58.0,gastly
93,Haunter,Haunter,,1,Common,Ghost,Poison,405.0,45.0,50.0,45.0,115.0,55.0,95.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png,False,115.0,145.0,fast,False,False,False,False,True,57.0,haunter
94,Gengar,Gengar,,1,Common,Ghost,Poison,500.0,60.0,65.0,60.0,130.0,75.0,110.0,Permitted,10,0,214,https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png,False,130.0,195.0,fast,False,False,False,True,True,56.0,gengar
94,Gengar Gigantamax,Gengar,Gigantamax,8,,Ghost,Poison,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/4/43/094GiMS8.png,True,,,,False,False,False,False,True,,gengar gigantamax
94,Mega Gengar,Gengar,Mega,6,Common,Ghost,Poison,600.0,60.0,65.0,80.0,170.0,95.0,130.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png,False,170.0,235.0,elite,False,False,False,False,False,84.0,mega gengar
95,Onix,Onix,,1,Common,Rock,Ground,385.0,35.0,45.0,160.0,30.0,45.0,70.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/onix.png,False,45.0,240.0,mid,False,False,False,False,True,115.0,onix
96,Drowzee,Drowzee,,1,Common,Psychic,,328.0,60.0,48.0,45.0,43.0,90.0,42.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,False,48.0,195.0,slow,True,False,False,False,False,42.4,drowzee
97,Hypno,Hypno,,1,Common,Psychic,,483.0,85.0,73.0,70.0,73.0,115.0,67.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,False,73.0,270.0,mid,True,False,False,False,False,41.400000000000006,hypno
98,Krabby,Krabby,,1,Common,Water,,325.0,30.0,105.0,90.0,25.0,25.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,False,105.0,145.0,mid,True,False,False,False,True,61.0,krabby
99,Kingler Gigantamax,Kingler,Gigantamax,8,,Water,,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/3/33/099GiMS8.png,True,,,,True,False,False,False,True,,kingler gigantamax
99,Kingler,Kingler,,1,Common,Water,,475.0,55.0,130.0,115.0,50.0,50.0,75.0,Permitted,9,0,128,https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png,False,130.0,220.0,mid,True,False,False,True,True,61.0,kingler
100,Hisuian Voltorb,Voltorb,Hisuian,1,Common,Electric,Grass,330.0,40.0,30.0,50.0,55.0,55.0,100.0,,,,,https://img.pokemondb.net/s.png,False,55.0,145.0,fast,False,False,False,False,False,54.0,hisuian voltorb
100,Voltorb,Voltorb,,1,Common,Electric,,330.0,40.0,30.0,50.0,55.0,55.0,100.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,False,55.0,145.0,fast,True,False,False,False,False,54.0,voltorb
101,Hisuian Electrode,Electrode,Hisuian,1,Common,Electric,Grass,490.0,60.0,50.0,70.0,80.0,80.0,150.0,,,,,https://img.pokemondb.net/s.png,False,80.0,210.0,elite,False,False,False,False,False,82.0,hisuian electrode
101,Electrode,Electrode,,1,Common,Electric,,490.0,60.0,50.0,70.0,80.0,80.0,150.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,False,80.0,210.0,elite,True,False,False,False,False,82.0,electrode
102,Exeggcute,Exeggcute,,1,Common,Grass,Psychic,325.0,60.0,40.0,80.0,60.0,45.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,False,60.0,185.0,slow,False,False,False,False,True,31.0,exeggcute
103,Alolan Exeggutor,Exeggutor,Alolan,7,Common,Grass,Dragon,530.0,95.0,105.0,85.0,125.0,75.0,45.0,,6,0,166,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png,False,125.0,255.0,slow,False,False,False,True,False,44.0,alolan exeggutor
103,Exeggutor,Exeggutor,,1,Common,Grass,Psychic,530.0,95.0,95.0,85.0,125.0,75.0,55.0,Permitted,3,0,156,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png,False,125.0,255.0,mid,False,False,False,True,True,44.0,exeggutor
104,Cubone,Cubone,,1,Common,Ground,,320.0,50.0,50.0,95.0,40.0,50.0,35.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,False,50.0,195.0,slow,True,False,False,False,True,50.0,cubone
105,Alolan Marowak,Marowak,Alolan,7,Common,Fire,Ghost,425.0,60.0,80.0,110.0,50.0,80.0,45.0,,16,0,121,https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png,False,80.0,250.0,slow,False,False,False,True,False,47.0,alolan marowak
105,Marowak,Marowak,,1,Common,Ground,,425.0,60.0,80.0,110.0,50.0,80.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,False,80.0,250.0,slow,True,False,False,False,True,47.0,marowak
106,Hitmonlee,Hitmonlee,,1,Common,Fighting,,455.0,50.0,120.0,53.0,35.0,110.0,87.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,False,120.0,213.0,mid,True,False,False,False,True,53.0,hitmonlee
107,Hitmonchan,Hitmonchan,,1,Common,Fighting,,455.0,50.0,105.0,79.0,35.0,110.0,76.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,False,105.0,239.0,mid,True,False,False,False,True,41.0,hitmonchan
108,Lickitung,Lickitung,,1,Common,Normal,,385.0,90.0,55.0,75.0,60.0,75.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,False,60.0,240.0,slow,True,False,False,False,True,31.0,lickitung
109,Koffing,Koffing,,1,Common,Poison,,340.0,40.0,65.0,95.0,60.0,45.0,35.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,False,65.0,180.0,slow,True,False,False,False,True,46.0,koffing
110,Weezing,Weezing,,1,Common,Poison,,490.0,65.0,90.0,120.0,85.0,70.0,60.0,,43,2,36,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,False,90.0,255.0,mid,True,False,False,True,False,46.0,weezing
110,Galarian Weezing,Weezing,Galarian,8,Common,Poison,Fairy,490.0,65.0,90.0,120.0,85.0,70.0,60.0,Permitted,8,0,127,https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png,False,90.0,255.0,mid,False,False,False,True,True,46.0,galarian weezing
111,Rhyhorn,Rhyhorn,,1,Common,Ground,Rock,345.0,80.0,85.0,95.0,30.0,30.0,25.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,False,85.0,205.0,slow,False,False,False,False,True,45.0,rhyhorn
112,Rhydon,Rhydon,,1,Common,Ground,Rock,485.0,105.0,130.0,120.0,45.0,45.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,False,130.0,270.0,slow,False,False,False,False,True,59.0,rhydon
113,Chansey,Chansey,,1,Common,Normal,,450.0,250.0,5.0,5.0,35.0,105.0,50.0,Permitted,6,0,76,https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,False,35.0,360.0,mid,True,False,False,True,True,210.0,chansey
114,Tangela,Tangela,,1,Common,Grass,,435.0,65.0,55.0,115.0,100.0,40.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,False,100.0,220.0,mid,True,False,False,False,True,51.0,tangela
115,Kangaskhan,Kangaskhan,,1,Common,Normal,,490.0,105.0,95.0,80.0,40.0,80.0,90.0,Permitted,6,0,136,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,False,95.0,265.0,fast,True,False,False,True,True,28.0,kangaskhan
115,Mega Kangaskhan,Kangaskhan,Mega,6,Common,Normal,,590.0,105.0,125.0,100.0,60.0,100.0,100.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,False,125.0,305.0,fast,True,False,False,False,False,32.0,mega kangaskhan
116,Horsea,Horsea,,1,Common,Water,,295.0,30.0,40.0,70.0,70.0,25.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,False,70.0,125.0,mid,True,False,False,False,True,31.25,horsea
117,Seadra,Seadra,,1,Common,Water,,440.0,55.0,65.0,95.0,95.0,45.0,85.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,False,95.0,195.0,mid,True,False,False,False,True,32.5,seadra
118,Goldeen,Goldeen,,1,Common,Water,,320.0,45.0,67.0,60.0,35.0,50.0,63.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,False,67.0,155.0,mid,True,False,False,False,True,16.4,goldeen
119,Seaking,Seaking,,1,Common,Water,,450.0,80.0,92.0,65.0,65.0,80.0,68.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,False,92.0,225.0,mid,True,False,False,False,True,20.400000000000006,seaking
120,Staryu,Staryu,,1,Common,Water,,340.0,30.0,45.0,55.0,70.0,55.0,85.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,False,70.0,140.0,mid,True,False,False,False,True,34.0,staryu
121,Starmie,Starmie,,1,Common,Water,Psychic,520.0,60.0,75.0,85.0,100.0,85.0,115.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,False,100.0,230.0,fast,False,False,False,False,True,34.0,starmie
122,Mime Galarian Mr. Mime,Mr.,Mime Galarian  Mime,8,Common,Ice,Psychic,460.0,50.0,65.0,65.0,90.0,90.0,100.0,,2,0,228,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png,False,90.0,205.0,fast,False,False,False,True,False,28.0,mime galarian mr mime
122,Mr. Mime,Mr.,Mime,1,Common,Psychic,Fairy,460.0,40.0,45.0,65.0,100.0,120.0,90.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,False,100.0,225.0,fast,False,False,False,False,False,52.0,mr mime
123,Scyther,Scyther,,1,Common,Bug,Flying,500.0,70.0,110.0,80.0,55.0,80.0,105.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,False,110.0,230.0,fast,False,False,False,False,True,32.0,scyther
124,Jynx,Jynx,,1,Common,Ice,Psychic,455.0,65.0,50.0,35.0,115.0,95.0,95.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,False,115.0,195.0,fast,False,False,False,False,True,47.0,jynx
125,Electabuzz,Electabuzz,,1,Common,Electric,,490.0,65.0,83.0,57.0,95.0,85.0,105.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,False,95.0,207.0,fast,True,False,False,False,True,28.0,electabuzz
126,Magmar,Magmar,,1,Common,Fire,,495.0,65.0,95.0,57.0,100.0,85.0,93.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,False,100.0,207.0,fast,True,False,False,False,True,21.0,magmar
127,Mega Pinsir,Pinsir,Mega,6,Common,Bug,Flying,600.0,65.0,155.0,120.0,65.0,90.0,105.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,False,155.0,275.0,fast,False,False,False,False,False,66.0,mega pinsir
127,Pinsir,Pinsir,,1,Common,Bug,,500.0,65.0,125.0,100.0,55.0,70.0,85.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,False,125.0,235.0,mid,True,False,False,False,True,50.0,pinsir
128,Tauros,Tauros,,1,Common,Normal,,490.0,75.0,100.0,95.0,40.0,70.0,110.0,Permitted,3,0,209,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,False,100.0,240.0,fast,True,False,False,True,True,34.0,tauros
129,Magikarp,Magikarp,,1,Common,Water,,200.0,20.0,10.0,55.0,15.0,20.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,False,15.0,95.0,mid,True,False,False,False,True,56.0,magikarp
130,Mega Gyarados,Gyarados,Mega,6,Common,Water,Dark,640.0,95.0,155.0,109.0,70.0,130.0,81.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,False,155.0,334.0,mid,False,False,False,False,False,58.0,mega gyarados
130,Gyarados,Gyarados,,1,Common,Water,Flying,540.0,95.0,125.0,79.0,60.0,100.0,81.0,Permitted,15,0,132,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,False,125.0,274.0,mid,False,False,False,True,True,42.0,gyarados
131,Lapras Gigantamax,Lapras,Gigantamax,8,,Water,Ice,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/e/ed/131GiMS8.png,True,,,,False,False,False,False,True,,lapras gigantamax
131,Lapras,Lapras,,1,Common,Water,Ice,535.0,130.0,85.0,80.0,85.0,95.0,60.0,Permitted,61,1,59,https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,False,85.0,305.0,mid,False,False,False,True,True,49.0,lapras
132,Ditto,Ditto,,1,Common,Normal,,288.0,48.0,48.0,48.0,48.0,48.0,48.0,Permitted,74,5,26,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,False,48.0,144.0,slow,True,False,False,True,True,0,ditto
133,Partner Eevee,Eevee,Partner,1,Common,Normal,,435.0,65.0,75.0,70.0,65.0,85.0,75.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,False,75.0,220.0,mid,True,False,False,False,False,15.0,partner eevee
133,Eevee Gigantamax,Eevee,Gigantamax,8,,Normal,,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/6/61/133GiMS8.png,True,,,,True,False,False,False,True,,eevee gigantamax
133,Eevee,Eevee,,1,Common,Normal,,325.0,55.0,55.0,50.0,45.0,65.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,False,55.0,170.0,mid,True,False,False,False,True,13.0,eevee
134,Vaporeon,Vaporeon,,1,Common,Water,,525.0,130.0,65.0,60.0,110.0,95.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,False,110.0,285.0,mid,True,False,False,False,True,51.0,vaporeon
135,Jolteon,Jolteon,,1,Common,Electric,,525.0,65.0,65.0,60.0,110.0,95.0,130.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,False,110.0,220.0,elite,True,False,False,False,True,51.0,jolteon
136,Flareon,Flareon,,1,Common,Fire,,525.0,65.0,130.0,60.0,95.0,110.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,False,130.0,235.0,mid,True,False,False,False,True,51.0,flareon
137,Porygon,Porygon,,1,Common,Normal,,395.0,65.0,60.0,70.0,85.0,75.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,False,85.0,210.0,slow,True,False,False,False,True,23.0,porygon
138,Omanyte,Omanyte,,1,Common,Rock,Water,355.0,35.0,40.0,100.0,90.0,55.0,35.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,False,90.0,190.0,slow,False,False,False,False,True,49.0,omanyte
139,Omastar,Omastar,,1,Common,Rock,Water,495.0,70.0,60.0,125.0,115.0,70.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,False,115.0,265.0,mid,False,False,False,False,True,51.0,omastar
140,Kabuto,Kabuto,,1,Common,Rock,Water,355.0,30.0,80.0,90.0,55.0,45.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,False,80.0,165.0,mid,False,False,False,False,True,37.0,kabuto
141,Kabutops,Kabutops,,1,Common,Rock,Water,495.0,60.0,115.0,105.0,65.0,70.0,80.0,Permitted,4,0,173,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,False,115.0,235.0,mid,False,False,False,True,True,39.0,kabutops
142,Aerodactyl,Aerodactyl,,1,Common,Rock,Flying,515.0,80.0,105.0,65.0,60.0,75.0,130.0,Permitted,5,0,172,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,False,105.0,220.0,elite,False,False,False,True,True,53.0,aerodactyl
142,Mega Aerodactyl,Aerodactyl,Mega,6,Common,Rock,Flying,615.0,80.0,135.0,85.0,70.0,95.0,150.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,False,135.0,260.0,elite,False,False,False,False,False,57.0,mega aerodactyl
143,Snorlax Gigantamax,Snorlax,Gigantamax,8,,Normal,,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/f/f7/143GiMS8.png,True,,,,True,False,False,False,True,,snorlax gigantamax
143,Snorlax,Snorlax,,1,Common,Normal,,540.0,160.0,110.0,65.0,65.0,110.0,30.0,Permitted,18,0,97,https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,False,110.0,335.0,slow,True,False,False,True,True,84.0,snorlax
144,Galarian Articuno,Articuno,Galarian,8,Legendary,Psychic,Flying,580.0,90.0,85.0,85.0,125.0,100.0,95.0,,14,0,117,https://img.pokemondb.net/sprites/sword-shield/icon/articuno-galarian.png,False,125.0,275.0,fast,False,True,False,True,False,34.0,galarian articuno
144,Articuno,Articuno,,1,Legendary,Ice,Flying,580.0,90.0,85.0,100.0,95.0,125.0,85.0,Permitted,4,0,174,https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,False,95.0,315.0,mid,False,True,False,True,True,34.0,articuno
